,name,married,divorced,separated,annulled
829,Margot_Kidder,3,3,0,0
830,Beyoncé,1,0,0,0
831,Rebecca_Hall,1,0,0,0
832,Piper_Perabo,1,0,0,0
833,Courteney_Cox,1,1,0,0
834,Parker_Posey,0,0,0,0
835,Paula_Patton,1,1,0,0
836,Michelle_Monaghan,1,0,0,0
837,Claire_Danes,1,0,0,0
838,Allison_Janney,0,0,0,0
839,Kate_Bosworth,1,0,1,0
840,Evan_Rachel_Wood,1,1,0,0
841,Mira_Sorvino,1,0,0,0
842,Ziyi_Zhang,1,0,0,0
843,Amanda_Bynes,0,0,0,0
844,Lisa_Kudrow,1,0,0,0
845,Brit_Marling,0,0,0,0
846,Cynthia_Erivo,0,0,0,0
847,Sofía_Vergara,2,1,0,0
848,Mandy_Moore,2,1,0,0
849,Virginia_Madsen,2,1,0,0
850,James_Marsden,1,1,0,0
851,Tim_Allen,2,1,0,0
852,Giovanni_Ribisi,2,2,0,0
853,Rutger_Hauer,1,0,0,0
854,Vince_Vaughn,1,0,0,0
855,Brian_Cox,0,0,0,0
856,Dennis_Quaid,4,3,0,0
857,John_Leguizamo,2,1,0,0
858,Michael_Keaton,1,1,0,0
859,Billy_Burke,0,0,0,0
860,Brendan_Gleeson,1,0,0,0
861,Charles_Bronson,3,1,0,0
862,Jonathan_Pryce,1,0,0,0
863,Tobey_Maguire,1,0,1,0
864,Michael_Sheen,0,0,0,0
865,Justin_Long,0,0,0,0
866,Jack_Black,1,0,0,0
867,Mel_Brooks,2,1,0,0
868,Pierce_Brosnan,2,0,0,0
869,Sean_Bean,5,4,0,0
870,Mahershala_Ali,1,0,0,0
871,Josh_Duhamel,1,1,0,0
872,Eddie_Murphy,1,1,0,0
873,Jon_Favreau,1,0,0,0
874,Danny_Glover,2,1,0,0
875,Freida_Pinto,1,0,0,0
876,Hilary_Duff,2,1,0,0
877,Mary_Elizabeth_Winstead,1,1,0,0
878,Jennifer_Coolidge,0,0,0,0
879,Andrea_Riseborough,0,0,0,0
880,Molly_Ringwald,2,1,0,0
881,January_Jones,0,0,0,0
882,Maya_Rudolph,0,0,0,0
883,Sophie_Marceau,0,0,0,0
884,Franka_Potente,1,0,0,0
885,Claire_Foy,1,0,1,0
886,Rashida_Jones,0,0,0,0
887,Alicia_Silverstone,1,1,0,0
888,Lillian_Gish,0,0,0,0
889,Evangeline_Lilly,1,1,0,0
890,Olivia_Colman,1,0,0,0
891,Mireille_Enos,1,0,0,0
892,Jennifer_Love_Hewitt,1,0,0,0
893,Emmy_Rossum,2,1,0,0
894,Joey_King,0,0,0,0
895,Ginnifer_Goodwin,1,0,0,0
896,Christine_Taylor,1,0,0,0
897,Vanessa_Hudgens,0,0,0,0
898,Abbie_Cornish,0,0,0,0
899,Florence_Pugh,0,0,0,0
900,Ian_Holm,4,3,0,0
901,Nathan_Lane,1,0,0,0
902,Cary_Elwes,1,0,0,0
903,Martin_Lawrence,2,2,0,0
904,Steve_Coogan,1,1,0,0
905,Sacha_Baron_Cohen,1,0,0,0
906,Jeffrey_Wright,1,1,0,0
907,Jackie_Chan,1,0,0,0
908,Aaron_Eckhart,0,0,0,0
909,Sam_Worthington,1,0,0,0
910,Jack_Davenport,1,0,0,0
911,Alfred_Molina,2,0,0,0
912,Tim_Curry,0,0,0,0
913,Mark_Hamill,1,0,0,0
914,Brendan_Fraser,1,1,0,0
915,Ice_Cube,1,0,0,0
916,Liev_Schreiber,0,0,0,0
917,Ed_Helms,0,0,0,0
918,Val_Kilmer,1,1,0,0
919,Russell_Brand,2,1,0,0
920,Craig_T._Nelson,2,1,0,0
921,Bernie_Mac,1,0,0,0
922,Patrick_Stewart,3,2,0,0
923,Seth_Green,1,0,0,0
924,Ashton_Kutcher,2,1,0,0
925,Randy_Quaid,2,1,0,0
926,Wesley_Snipes,2,0,0,0
927,David_Oyelowo,1,0,0,0
928,Mark_Strong,0,0,0,0
929,Rob_Schneider,3,2,0,0
930,Jay_Baruchel,1,0,0,0
931,Hayden_Christensen,0,0,0,0
932,Ray_Stevenson,1,1,0,0
933,Paul_Bettany,1,0,0,0
934,Hugh_Laurie,1,0,0,0
935,Chris_Tucker,0,0,0,0
936,John_Candy,1,0,0,0
937,Richard_Attenborough,1,0,0,0
938,Chris_O'Donnell,1,0,0,0
939,Benjamin_Bratt,1,0,0,0
940,Common,0,0,0,0
941,Marlon_Wayans,1,1,0,0
942,Albert_Brooks,1,0,0,0
943,Aaron_Paul,1,0,0,0
944,Macaulay_Culkin,1,1,0,0
945,Sam_Elliott,1,0,0,0
946,Taron_Egerton,0,0,0,0
947,Jim_Caviezel,1,0,0,0
948,Elvis_Presley,1,1,0,0
949,Jonah_Hill,0,0,0,0
950,Sung_Kang,0,0,0,0
951,Jason_Sudeikis,1,1,0,0
952,Josh_Hartnett,0,0,0,0
953,Cillian_Murphy,1,0,0,0
954,Billy_Crudup,0,0,0,0
955,Anthony_Mackie,1,1,0,0
956,John_Barrymore,0,0,0,0
957,Timothy_Olyphant,1,0,0,0
958,Josh_Gad,1,0,0,0
959,Billy_Zane,1,1,0,0
960,Luke_Wilson,0,0,0,0
961,Peter_Sarsgaard,1,0,0,0
962,Rhys_Ifans,0,0,0,0
963,Topher_Grace,1,0,0,0
964,Kevin_Hart,2,1,0,0
965,Paul_Dano,0,0,0,0
966,Bill_Hader,1,1,0,0
967,Rob_Lowe,1,0,0,0
968,Mel_Blanc,1,0,0,0
969,David_Spade,0,0,0,0
970,Rob_Riggle,1,1,0,0
971,Lance_Henriksen,3,0,0,0
972,Richard_Jenkins,1,0,0,0
973,Emilio_Estevez,1,1,0,0
974,Michael_Ealy,1,0,0,0
975,Jamie_Bell,2,1,0,0
976,Troy_Baker,1,0,0,0
977,Danny_McBride,1,0,0,0
978,Jonathan_Rhys_Meyers,1,0,0,0
979,Michael_Cera,0,0,0,0
980,Bill_Paxton,2,1,0,0
981,Ioan_Gruffudd,1,0,1,0
982,Andrew_Lincoln,1,0,0,0
983,Ezra_Miller,0,0,0,0
984,Bill_Pullman,1,0,0,0
985,Craig_Robinson,0,0,0,0
986,Charlie_Day,1,0,0,0
987,Andy_Samberg,1,0,0,0
988,Garrett_Hedlund,0,0,0,0
989,Cam_Gigandet,0,0,0,0
990,John_Krasinski,1,0,0,0
991,Kevin_James,1,0,0,0
992,Christopher_Reeve,1,0,0,0
993,James_McAvoy,2,1,0,0
994,Rufus_Sewell,2,2,0,0
995,Adam_Driver,1,0,0,0
996,Ned_Beatty,4,3,0,0
997,John_Cleese,4,3,0,0
998,John_Turturro,1,0,0,0
999,Jerry_Lewis,2,1,0,0
