,rank,name,imdb_stub_link,imdb_full_link
65,866.,Justin Long,/name/nm0519043,https://www.imdb.com/name/nm0519043
66,867.,Jack Black,/name/nm0085312,https://www.imdb.com/name/nm0085312
67,868.,Mel Brooks,/name/nm0000316,https://www.imdb.com/name/nm0000316
68,869.,Pierce Brosnan,/name/nm0000112,https://www.imdb.com/name/nm0000112
69,870.,Sean Bean,/name/nm0000293,https://www.imdb.com/name/nm0000293
70,871.,Mahershala Ali,/name/nm0991810,https://www.imdb.com/name/nm0991810
71,872.,Josh Duhamel,/name/nm0241049,https://www.imdb.com/name/nm0241049
72,873.,Eddie Murphy,/name/nm0000552,https://www.imdb.com/name/nm0000552
73,874.,Jon Favreau,/name/nm0269463,https://www.imdb.com/name/nm0269463
74,875.,Danny Glover,/name/nm0000418,https://www.imdb.com/name/nm0000418
75,876.,Freida Pinto,/name/nm2951768,https://www.imdb.com/name/nm2951768
76,877.,Hilary Duff,/name/nm0240381,https://www.imdb.com/name/nm0240381
77,878.,Mary Elizabeth Winstead,/name/nm0935541,https://www.imdb.com/name/nm0935541
78,879.,Jennifer Coolidge,/name/nm0177639,https://www.imdb.com/name/nm0177639
79,880.,Andrea Riseborough,/name/nm2057859,https://www.imdb.com/name/nm2057859
80,881.,Molly Ringwald,/name/nm0000208,https://www.imdb.com/name/nm0000208
81,882.,January Jones,/name/nm0005064,https://www.imdb.com/name/nm0005064
82,883.,Maya Rudolph,/name/nm0748973,https://www.imdb.com/name/nm0748973
83,884.,Sophie Marceau,/name/nm0000521,https://www.imdb.com/name/nm0000521
84,885.,Franka Potente,/name/nm0004376,https://www.imdb.com/name/nm0004376
85,886.,Claire Foy,/name/nm2946516,https://www.imdb.com/name/nm2946516
86,887.,Rashida Jones,/name/nm0429069,https://www.imdb.com/name/nm0429069
87,888.,Alicia Silverstone,/name/nm0000224,https://www.imdb.com/name/nm0000224
88,889.,Lillian Gish,/name/nm0001273,https://www.imdb.com/name/nm0001273
89,890.,Evangeline Lilly,/name/nm1431940,https://www.imdb.com/name/nm1431940
90,891.,Olivia Colman,/name/nm1469236,https://www.imdb.com/name/nm1469236
91,892.,Mireille Enos,/name/nm0257969,https://www.imdb.com/name/nm0257969
92,893.,Jennifer Love Hewitt,/name/nm0001349,https://www.imdb.com/name/nm0001349
93,894.,Emmy Rossum,/name/nm0002536,https://www.imdb.com/name/nm0002536
94,895.,Joey King,/name/nm1428821,https://www.imdb.com/name/nm1428821
95,896.,Ginnifer Goodwin,/name/nm0329481,https://www.imdb.com/name/nm0329481
96,897.,Christine Taylor,/name/nm0852132,https://www.imdb.com/name/nm0852132
97,898.,Vanessa Hudgens,/name/nm1227814,https://www.imdb.com/name/nm1227814
98,899.,Abbie Cornish,/name/nm0180411,https://www.imdb.com/name/nm0180411
99,900.,Florence Pugh,/name/nm6073955,https://www.imdb.com/name/nm6073955
0,901.,Ian Holm,/name/nm0000453,https://www.imdb.com/name/nm0000453
1,902.,Nathan Lane,/name/nm0001447,https://www.imdb.com/name/nm0001447
2,903.,Cary Elwes,/name/nm0000144,https://www.imdb.com/name/nm0000144
3,904.,Martin Lawrence,/name/nm0001454,https://www.imdb.com/name/nm0001454
4,905.,Steve Coogan,/name/nm0176869,https://www.imdb.com/name/nm0176869
5,906.,Sacha Baron Cohen,/name/nm0056187,https://www.imdb.com/name/nm0056187
6,907.,Jeffrey Wright,/name/nm0942482,https://www.imdb.com/name/nm0942482
7,908.,Jackie Chan,/name/nm0000329,https://www.imdb.com/name/nm0000329
8,909.,Aaron Eckhart,/name/nm0001173,https://www.imdb.com/name/nm0001173
9,910.,Sam Worthington,/name/nm0941777,https://www.imdb.com/name/nm0941777
10,911.,Jack Davenport,/name/nm0202603,https://www.imdb.com/name/nm0202603
11,912.,Alfred Molina,/name/nm0000547,https://www.imdb.com/name/nm0000547
12,913.,Tim Curry,/name/nm0000347,https://www.imdb.com/name/nm0000347
13,914.,Mark Hamill,/name/nm0000434,https://www.imdb.com/name/nm0000434
14,915.,Brendan Fraser,/name/nm0000409,https://www.imdb.com/name/nm0000409
15,916.,Ice Cube,/name/nm0001084,https://www.imdb.com/name/nm0001084
16,917.,Liev Schreiber,/name/nm0000630,https://www.imdb.com/name/nm0000630
17,918.,Ed Helms,/name/nm1159180,https://www.imdb.com/name/nm1159180
18,919.,Val Kilmer,/name/nm0000174,https://www.imdb.com/name/nm0000174
19,920.,Russell Brand,/name/nm1258970,https://www.imdb.com/name/nm1258970
20,921.,Craig T. Nelson,/name/nm0005266,https://www.imdb.com/name/nm0005266
21,922.,Bernie Mac,/name/nm0005170,https://www.imdb.com/name/nm0005170
22,923.,Patrick Stewart,/name/nm0001772,https://www.imdb.com/name/nm0001772
23,924.,Seth Green,/name/nm0001293,https://www.imdb.com/name/nm0001293
24,925.,Ashton Kutcher,/name/nm0005110,https://www.imdb.com/name/nm0005110
25,926.,Randy Quaid,/name/nm0001642,https://www.imdb.com/name/nm0001642
26,927.,Wesley Snipes,/name/nm0000648,https://www.imdb.com/name/nm0000648
27,928.,David Oyelowo,/name/nm0654648,https://www.imdb.com/name/nm0654648
28,929.,Mark Strong,/name/nm0835016,https://www.imdb.com/name/nm0835016
29,930.,Rob Schneider,/name/nm0001705,https://www.imdb.com/name/nm0001705
30,931.,Jay Baruchel,/name/nm0059431,https://www.imdb.com/name/nm0059431
31,932.,Hayden Christensen,/name/nm0159789,https://www.imdb.com/name/nm0159789
32,933.,Ray Stevenson,/name/nm0829032,https://www.imdb.com/name/nm0829032
33,934.,Paul Bettany,/name/nm0079273,https://www.imdb.com/name/nm0079273
34,935.,Hugh Laurie,/name/nm0491402,https://www.imdb.com/name/nm0491402
35,936.,Chris Tucker,/name/nm0000676,https://www.imdb.com/name/nm0000676
36,937.,John Candy,/name/nm0001006,https://www.imdb.com/name/nm0001006
37,938.,Richard Attenborough,/name/nm0000277,https://www.imdb.com/name/nm0000277
38,939.,Chris O'Donnell,/name/nm0000563,https://www.imdb.com/name/nm0000563
39,940.,Benjamin Bratt,/name/nm0000973,https://www.imdb.com/name/nm0000973
40,941.,Common,/name/nm0996669,https://www.imdb.com/name/nm0996669
41,942.,Marlon Wayans,/name/nm0005541,https://www.imdb.com/name/nm0005541
42,943.,Albert Brooks,/name/nm0000983,https://www.imdb.com/name/nm0000983
43,944.,Aaron Paul,/name/nm0666739,https://www.imdb.com/name/nm0666739
44,945.,Macaulay Culkin,/name/nm0000346,https://www.imdb.com/name/nm0000346
45,946.,Sam Elliott,/name/nm0000385,https://www.imdb.com/name/nm0000385
46,947.,Taron Egerton,/name/nm5473782,https://www.imdb.com/name/nm5473782
47,948.,Jim Caviezel,/name/nm0001029,https://www.imdb.com/name/nm0001029
48,949.,Elvis Presley,/name/nm0000062,https://www.imdb.com/name/nm0000062
49,950.,Jonah Hill,/name/nm1706767,https://www.imdb.com/name/nm1706767
50,951.,Sung Kang,/name/nm0437646,https://www.imdb.com/name/nm0437646
51,952.,Jason Sudeikis,/name/nm0837177,https://www.imdb.com/name/nm0837177
52,953.,Josh Hartnett,/name/nm0001326,https://www.imdb.com/name/nm0001326
53,954.,Cillian Murphy,/name/nm0614165,https://www.imdb.com/name/nm0614165
54,955.,Billy Crudup,/name/nm0001082,https://www.imdb.com/name/nm0001082
55,956.,Anthony Mackie,/name/nm1107001,https://www.imdb.com/name/nm1107001
56,957.,John Barrymore,/name/nm0000858,https://www.imdb.com/name/nm0000858
57,958.,Timothy Olyphant,/name/nm0648249,https://www.imdb.com/name/nm0648249
58,959.,Josh Gad,/name/nm1265802,https://www.imdb.com/name/nm1265802
59,960.,Billy Zane,/name/nm0000708,https://www.imdb.com/name/nm0000708
60,961.,Luke Wilson,/name/nm0005561,https://www.imdb.com/name/nm0005561
61,962.,Peter Sarsgaard,/name/nm0765597,https://www.imdb.com/name/nm0765597
62,963.,Rhys Ifans,/name/nm0406975,https://www.imdb.com/name/nm0406975
63,964.,Topher Grace,/name/nm0333410,https://www.imdb.com/name/nm0333410
64,965.,Kevin Hart,/name/nm0366389,https://www.imdb.com/name/nm0366389
65,966.,Paul Dano,/name/nm0200452,https://www.imdb.com/name/nm0200452
66,967.,Bill Hader,/name/nm0352778,https://www.imdb.com/name/nm0352778
67,968.,Rob Lowe,/name/nm0000507,https://www.imdb.com/name/nm0000507
68,969.,Mel Blanc,/name/nm0000305,https://www.imdb.com/name/nm0000305
69,970.,David Spade,/name/nm0005450,https://www.imdb.com/name/nm0005450
70,971.,Rob Riggle,/name/nm1443527,https://www.imdb.com/name/nm1443527
71,972.,Lance Henriksen,/name/nm0000448,https://www.imdb.com/name/nm0000448
72,973.,Richard Jenkins,/name/nm0420955,https://www.imdb.com/name/nm0420955
73,974.,Emilio Estevez,/name/nm0000389,https://www.imdb.com/name/nm0000389
74,975.,Michael Ealy,/name/nm1013003,https://www.imdb.com/name/nm1013003
75,976.,Jamie Bell,/name/nm0068260,https://www.imdb.com/name/nm0068260
76,977.,Troy Baker,/name/nm1684869,https://www.imdb.com/name/nm1684869
77,978.,Danny McBride,/name/nm1144419,https://www.imdb.com/name/nm1144419
78,979.,Jonathan Rhys Meyers,/name/nm0001667,https://www.imdb.com/name/nm0001667
79,980.,Michael Cera,/name/nm0148418,https://www.imdb.com/name/nm0148418
80,981.,Bill Paxton,/name/nm0000200,https://www.imdb.com/name/nm0000200
81,982.,Ioan Gruffudd,/name/nm0344435,https://www.imdb.com/name/nm0344435
82,983.,Andrew Lincoln,/name/nm0511088,https://www.imdb.com/name/nm0511088
83,984.,Ezra Miller,/name/nm3009232,https://www.imdb.com/name/nm3009232
84,985.,Bill Pullman,/name/nm0000597,https://www.imdb.com/name/nm0000597
85,986.,Craig Robinson,/name/nm0732497,https://www.imdb.com/name/nm0732497
86,987.,Charlie Day,/name/nm0206359,https://www.imdb.com/name/nm0206359
87,988.,Andy Samberg,/name/nm1676221,https://www.imdb.com/name/nm1676221
88,989.,Garrett Hedlund,/name/nm1330560,https://www.imdb.com/name/nm1330560
89,990.,Cam Gigandet,/name/nm1544217,https://www.imdb.com/name/nm1544217
90,991.,John Krasinski,/name/nm1024677,https://www.imdb.com/name/nm1024677
91,992.,Kevin James,/name/nm0416673,https://www.imdb.com/name/nm0416673
92,993.,Christopher Reeve,/name/nm0001659,https://www.imdb.com/name/nm0001659
93,994.,James McAvoy,/name/nm0564215,https://www.imdb.com/name/nm0564215
94,995.,Rufus Sewell,/name/nm0001722,https://www.imdb.com/name/nm0001722
95,996.,Adam Driver,/name/nm3485845,https://www.imdb.com/name/nm3485845
96,997.,Ned Beatty,/name/nm0000885,https://www.imdb.com/name/nm0000885
97,998.,John Cleese,/name/nm0000092,https://www.imdb.com/name/nm0000092
98,999.,John Turturro,/name/nm0001806,https://www.imdb.com/name/nm0001806
99,"1,000.",Jerry Lewis,/name/nm0001471,https://www.imdb.com/name/nm0001471
