,Unnamed: 0,rank,name,imdb_stub_link,imdb_full_link,wikipedia_url
570,70,571.,Albert Finney,/name/nm0001215,https://www.imdb.com/name/nm0001215,https://en.wikipedia.org/wiki/Albert_Finney
571,71,572.,Tom Conti,/name/nm0002018,https://www.imdb.com/name/nm0002018,https://en.wikipedia.org/wiki/Tom_Conti
572,72,573.,Tom Courtenay,/name/nm0183822,https://www.imdb.com/name/nm0183822,https://en.wikipedia.org/wiki/Tom_Courtenay
573,73,574.,Dudley Moore,/name/nm0001545,https://www.imdb.com/name/nm0001545,https://en.wikipedia.org/wiki/Dudley_Moore
574,74,575.,John Hurt,/name/nm0000457,https://www.imdb.com/name/nm0000457,https://en.wikipedia.org/wiki/John_Hurt
575,75,576.,Kat Dennings,/name/nm0993507,https://www.imdb.com/name/nm0993507,https://en.wikipedia.org/wiki/Kat_Dennings
576,76,577.,Priyanka Chopra Jonas,/name/nm1231899,https://www.imdb.com/name/nm1231899,https://en.wikipedia.org/wiki/Priyanka_Chopra_Jonas
577,77,578.,Emmanuelle Riva,/name/nm0728938,https://www.imdb.com/name/nm0728938,https://en.wikipedia.org/wiki/Emmanuelle_Riva
578,78,579.,Greta Gerwig,/name/nm1950086,https://www.imdb.com/name/nm1950086,https://en.wikipedia.org/wiki/Greta_Gerwig
579,79,580.,Brie Larson,/name/nm0488953,https://www.imdb.com/name/nm0488953,https://en.wikipedia.org/wiki/Brie_Larson
580,80,581.,Jessica Lucas,/name/nm1140300,https://www.imdb.com/name/nm1140300,https://en.wikipedia.org/wiki/Jessica_Lucas
581,81,582.,Maria Falconetti,/name/nm0266029,https://www.imdb.com/name/nm0266029,https://en.wikipedia.org/wiki/Maria_Falconetti
582,82,583.,Greer Garson,/name/nm0002093,https://www.imdb.com/name/nm0002093,https://en.wikipedia.org/wiki/Greer_Garson
583,83,584.,Rosalind Russell,/name/nm0751426,https://www.imdb.com/name/nm0751426,https://en.wikipedia.org/wiki/Rosalind_Russell
584,84,585.,Raquel Welch,/name/nm0000079,https://www.imdb.com/name/nm0000079,https://en.wikipedia.org/wiki/Raquel_Welch
585,85,586.,Linda Fiorentino,/name/nm0000400,https://www.imdb.com/name/nm0000400,https://en.wikipedia.org/wiki/Linda_Fiorentino
586,86,587.,Gabourey Sidibe,/name/nm2829737,https://www.imdb.com/name/nm2829737,https://en.wikipedia.org/wiki/Gabourey_Sidibe
587,87,588.,Judy Davis,/name/nm0001114,https://www.imdb.com/name/nm0001114,https://en.wikipedia.org/wiki/Judy_Davis
588,88,589.,Mia Farrow,/name/nm0001201,https://www.imdb.com/name/nm0001201,https://en.wikipedia.org/wiki/Mia_Farrow
589,89,590.,Audrey Tautou,/name/nm0851582,https://www.imdb.com/name/nm0851582,https://en.wikipedia.org/wiki/Audrey_Tautou
590,90,591.,Jeanne Moreau,/name/nm0603402,https://www.imdb.com/name/nm0603402,https://en.wikipedia.org/wiki/Jeanne_Moreau
591,91,592.,Jane Wyman,/name/nm0943837,https://www.imdb.com/name/nm0943837,https://en.wikipedia.org/wiki/Jane_Wyman
592,92,593.,Gena Rowlands,/name/nm0001687,https://www.imdb.com/name/nm0001687,https://en.wikipedia.org/wiki/Gena_Rowlands
593,93,594.,Lesley Manville,/name/nm0544334,https://www.imdb.com/name/nm0544334,https://en.wikipedia.org/wiki/Lesley_Manville
594,94,595.,Elizabeth Olsen,/name/nm0647634,https://www.imdb.com/name/nm0647634,https://en.wikipedia.org/wiki/Elizabeth_Olsen
595,95,596.,Nastassja Kinski,/name/nm0000176,https://www.imdb.com/name/nm0000176,https://en.wikipedia.org/wiki/Nastassja_Kinski
596,96,597.,Mélanie Laurent,/name/nm0491259,https://www.imdb.com/name/nm0491259,https://en.wikipedia.org/wiki/Mélanie_Laurent
597,97,598.,Whitney Houston,/name/nm0001365,https://www.imdb.com/name/nm0001365,https://en.wikipedia.org/wiki/Whitney_Houston
598,98,599.,Felicity Huffman,/name/nm0005031,https://www.imdb.com/name/nm0005031,https://en.wikipedia.org/wiki/Felicity_Huffman
599,99,600.,Imelda Staunton,/name/nm0001767,https://www.imdb.com/name/nm0001767,https://en.wikipedia.org/wiki/Imelda_Staunton
600,0,601.,Oscar Isaac,/name/nm1209966,https://www.imdb.com/name/nm1209966,https://en.wikipedia.org/wiki/Oscar_Isaac
601,1,602.,Jon Heder,/name/nm1417647,https://www.imdb.com/name/nm1417647,https://en.wikipedia.org/wiki/Jon_Heder
602,2,603.,Miles Teller,/name/nm1886602,https://www.imdb.com/name/nm1886602,https://en.wikipedia.org/wiki/Miles_Teller
603,3,604.,Daniel Brühl,/name/nm0117709,https://www.imdb.com/name/nm0117709,https://en.wikipedia.org/wiki/Daniel_Brühl
604,4,605.,James Gandolfini,/name/nm0001254,https://www.imdb.com/name/nm0001254,https://en.wikipedia.org/wiki/James_Gandolfini
605,5,606.,Michael B. Jordan,/name/nm0430107,https://www.imdb.com/name/nm0430107,https://en.wikipedia.org/wiki/Michael_B._Jordan
606,6,607.,Anthony Perkins,/name/nm0000578,https://www.imdb.com/name/nm0000578,https://en.wikipedia.org/wiki/Anthony_Perkins
607,7,608.,David Thewlis,/name/nm0000667,https://www.imdb.com/name/nm0000667,https://en.wikipedia.org/wiki/David_Thewlis
608,8,609.,Klaus Kinski,/name/nm0001428,https://www.imdb.com/name/nm0001428,https://en.wikipedia.org/wiki/Klaus_Kinski
609,9,610.,Malcolm McDowell,/name/nm0000532,https://www.imdb.com/name/nm0000532,https://en.wikipedia.org/wiki/Malcolm_McDowell
610,10,611.,Ray Winstone,/name/nm0935653,https://www.imdb.com/name/nm0935653,https://en.wikipedia.org/wiki/Ray_Winstone
611,11,612.,Jean-Paul Belmondo,/name/nm0000901,https://www.imdb.com/name/nm0000901,https://en.wikipedia.org/wiki/Jean-Paul_Belmondo
612,12,613.,Andy Serkis,/name/nm0785227,https://www.imdb.com/name/nm0785227,https://en.wikipedia.org/wiki/Andy_Serkis
613,13,614.,Matthew Broderick,/name/nm0000111,https://www.imdb.com/name/nm0000111,https://en.wikipedia.org/wiki/Matthew_Broderick
614,14,615.,Dennis Hopper,/name/nm0000454,https://www.imdb.com/name/nm0000454,https://en.wikipedia.org/wiki/Dennis_Hopper
615,15,616.,Michael Rooker,/name/nm0740264,https://www.imdb.com/name/nm0740264,https://en.wikipedia.org/wiki/Michael_Rooker
616,16,617.,Vincent Gallo,/name/nm0001252,https://www.imdb.com/name/nm0001252,https://en.wikipedia.org/wiki/Vincent_Gallo
617,17,618.,Kevin Spacey,/name/nm0000228,https://www.imdb.com/name/nm0000228,https://en.wikipedia.org/wiki/Kevin_Spacey
618,18,619.,Vincent Cassel,/name/nm0001993,https://www.imdb.com/name/nm0001993,https://en.wikipedia.org/wiki/Vincent_Cassel
619,19,620.,J.K. Simmons,/name/nm0799777,https://www.imdb.com/name/nm0799777,https://en.wikipedia.org/wiki/J.K._Simmons
620,20,621.,Boris Karloff,/name/nm0000472,https://www.imdb.com/name/nm0000472,https://en.wikipedia.org/wiki/Boris_Karloff
621,21,622.,Peter Lorre,/name/nm0000048,https://www.imdb.com/name/nm0000048,https://en.wikipedia.org/wiki/Peter_Lorre
622,22,623.,Matthew McConaughey,/name/nm0000190,https://www.imdb.com/name/nm0000190,https://en.wikipedia.org/wiki/Matthew_McConaughey
623,23,624.,Paddy Considine,/name/nm0175916,https://www.imdb.com/name/nm0175916,https://en.wikipedia.org/wiki/Paddy_Considine
624,24,625.,Ryan Phillippe,/name/nm0000202,https://www.imdb.com/name/nm0000202,https://en.wikipedia.org/wiki/Ryan_Phillippe
625,25,626.,Kerry Washington,/name/nm0913488,https://www.imdb.com/name/nm0913488,https://en.wikipedia.org/wiki/Kerry_Washington
626,26,627.,Carrie-Anne Moss,/name/nm0005251,https://www.imdb.com/name/nm0005251,https://en.wikipedia.org/wiki/Carrie-Anne_Moss
627,27,628.,Janet Leigh,/name/nm0001463,https://www.imdb.com/name/nm0001463,https://en.wikipedia.org/wiki/Janet_Leigh
628,28,629.,Catalina Sandino Moreno,/name/nm1503432,https://www.imdb.com/name/nm1503432,https://en.wikipedia.org/wiki/Catalina_Sandino_Moreno
629,29,630.,Samantha Morton,/name/nm0608090,https://www.imdb.com/name/nm0608090,https://en.wikipedia.org/wiki/Samantha_Morton
630,30,631.,Keisha Castle-Hughes,/name/nm1095720,https://www.imdb.com/name/nm1095720,https://en.wikipedia.org/wiki/Keisha_Castle-Hughes
631,31,632.,Barbara Stanwyck,/name/nm0001766,https://www.imdb.com/name/nm0001766,https://en.wikipedia.org/wiki/Barbara_Stanwyck
632,32,633.,Joan Allen,/name/nm0000260,https://www.imdb.com/name/nm0000260,https://en.wikipedia.org/wiki/Joan_Allen
633,33,634.,Janet McTeer,/name/nm0005216,https://www.imdb.com/name/nm0005216,https://en.wikipedia.org/wiki/Janet_McTeer
634,34,635.,Fernanda Montenegro,/name/nm0005244,https://www.imdb.com/name/nm0005244,https://en.wikipedia.org/wiki/Fernanda_Montenegro
635,35,636.,Kristin Scott Thomas,/name/nm0000218,https://www.imdb.com/name/nm0000218,https://en.wikipedia.org/wiki/Kristin_Scott_Thomas
636,36,637.,Brenda Blethyn,/name/nm0000950,https://www.imdb.com/name/nm0000950,https://en.wikipedia.org/wiki/Brenda_Blethyn
637,37,638.,Elisabeth Shue,/name/nm0000223,https://www.imdb.com/name/nm0000223,https://en.wikipedia.org/wiki/Elisabeth_Shue
638,38,639.,Miranda Richardson,/name/nm0001669,https://www.imdb.com/name/nm0001669,https://en.wikipedia.org/wiki/Miranda_Richardson
639,39,640.,Stockard Channing,/name/nm0000330,https://www.imdb.com/name/nm0000330,https://en.wikipedia.org/wiki/Stockard_Channing
640,40,641.,Luise Rainer,/name/nm0707023,https://www.imdb.com/name/nm0707023,https://en.wikipedia.org/wiki/Luise_Rainer
641,41,642.,Mary McDonnell,/name/nm0001521,https://www.imdb.com/name/nm0001521,https://en.wikipedia.org/wiki/Mary_McDonnell
642,42,643.,Lucille Ball,/name/nm0000840,https://www.imdb.com/name/nm0000840,https://en.wikipedia.org/wiki/Lucille_Ball
643,43,644.,Laura Dern,/name/nm0000368,https://www.imdb.com/name/nm0000368,https://en.wikipedia.org/wiki/Laura_Dern
644,44,645.,Pauline Collins,/name/nm0172604,https://www.imdb.com/name/nm0172604,https://en.wikipedia.org/wiki/Pauline_Collins
645,45,646.,Isabelle Adjani,/name/nm0000254,https://www.imdb.com/name/nm0000254,https://en.wikipedia.org/wiki/Isabelle_Adjani
646,46,647.,Melanie Griffith,/name/nm0000429,https://www.imdb.com/name/nm0000429,https://en.wikipedia.org/wiki/Melanie_Griffith
647,47,648.,Sally Kirkland,/name/nm0000476,https://www.imdb.com/name/nm0000476,https://en.wikipedia.org/wiki/Sally_Kirkland
648,48,649.,Jane Alexander,/name/nm0000737,https://www.imdb.com/name/nm0000737,https://en.wikipedia.org/wiki/Jane_Alexander
649,49,650.,Marsha Mason,/name/nm0556850,https://www.imdb.com/name/nm0556850,https://en.wikipedia.org/wiki/Marsha_Mason
650,50,651.,Freddie Highmore,/name/nm0383603,https://www.imdb.com/name/nm0383603,https://en.wikipedia.org/wiki/Freddie_Highmore
651,51,652.,Michael J. Fox,/name/nm0000150,https://www.imdb.com/name/nm0000150,https://en.wikipedia.org/wiki/Michael_J._Fox
652,52,653.,John Travolta,/name/nm0000237,https://www.imdb.com/name/nm0000237,https://en.wikipedia.org/wiki/John_Travolta
653,53,654.,Chow Yun-Fat,/name/nm0000334,https://www.imdb.com/name/nm0000334,https://en.wikipedia.org/wiki/Chow_Yun-Fat
654,54,655.,Seth MacFarlane,/name/nm0532235,https://www.imdb.com/name/nm0532235,https://en.wikipedia.org/wiki/Seth_MacFarlane
655,55,656.,Jet Li,/name/nm0001472,https://www.imdb.com/name/nm0001472,https://en.wikipedia.org/wiki/Jet_Li
656,56,657.,John Houseman,/name/nm0002144,https://www.imdb.com/name/nm0002144,https://en.wikipedia.org/wiki/John_Houseman
657,57,658.,Chuck Norris,/name/nm0001569,https://www.imdb.com/name/nm0001569,https://en.wikipedia.org/wiki/Chuck_Norris
658,58,659.,Jean-Claude Van Damme,/name/nm0000241,https://www.imdb.com/name/nm0000241,https://en.wikipedia.org/wiki/Jean-Claude_Van_Damme
659,59,660.,Sam Rockwell,/name/nm0005377,https://www.imdb.com/name/nm0005377,https://en.wikipedia.org/wiki/Sam_Rockwell
660,60,661.,Takashi Shimura,/name/nm0793766,https://www.imdb.com/name/nm0793766,https://en.wikipedia.org/wiki/Takashi_Shimura
661,61,662.,Richard E. Grant,/name/nm0001290,https://www.imdb.com/name/nm0001290,https://en.wikipedia.org/wiki/Richard_E._Grant
662,62,663.,Leslie Nielsen,/name/nm0000558,https://www.imdb.com/name/nm0000558,https://en.wikipedia.org/wiki/Leslie_Nielsen
663,63,664.,Simon Pegg,/name/nm0670408,https://www.imdb.com/name/nm0670408,https://en.wikipedia.org/wiki/Simon_Pegg
664,64,665.,John Malkovich,/name/nm0000518,https://www.imdb.com/name/nm0000518,https://en.wikipedia.org/wiki/John_Malkovich
665,65,666.,Michael Shannon,/name/nm0788335,https://www.imdb.com/name/nm0788335,https://en.wikipedia.org/wiki/Michael_Shannon
666,66,667.,Martin Sheen,/name/nm0000640,https://www.imdb.com/name/nm0000640,https://en.wikipedia.org/wiki/Martin_Sheen
667,67,668.,Christopher Guest,/name/nm0001302,https://www.imdb.com/name/nm0001302,https://en.wikipedia.org/wiki/Christopher_Guest
668,68,669.,Alan Rickman,/name/nm0000614,https://www.imdb.com/name/nm0000614,https://en.wikipedia.org/wiki/Alan_Rickman
669,69,670.,Jackie Earle Haley,/name/nm0355097,https://www.imdb.com/name/nm0355097,https://en.wikipedia.org/wiki/Jackie_Earle_Haley
670,70,671.,Gig Young,/name/nm0949574,https://www.imdb.com/name/nm0949574,https://en.wikipedia.org/wiki/Gig_Young
671,71,672.,James Spader,/name/nm0000652,https://www.imdb.com/name/nm0000652,https://en.wikipedia.org/wiki/James_Spader
672,72,673.,Eric Bana,/name/nm0051509,https://www.imdb.com/name/nm0051509,https://en.wikipedia.org/wiki/Eric_Bana
673,73,674.,Romain Duris,/name/nm0244151,https://www.imdb.com/name/nm0244151,https://en.wikipedia.org/wiki/Romain_Duris
674,74,675.,Robert Shaw,/name/nm0001727,https://www.imdb.com/name/nm0001727,https://en.wikipedia.org/wiki/Robert_Shaw
675,75,676.,Jacki Weaver,/name/nm0915865,https://www.imdb.com/name/nm0915865,https://en.wikipedia.org/wiki/Jacki_Weaver
676,76,677.,Bérénice Bejo,/name/nm0067367,https://www.imdb.com/name/nm0067367,https://en.wikipedia.org/wiki/Bérénice_Bejo
677,77,678.,Hailee Steinfeld,/name/nm2794962,https://www.imdb.com/name/nm2794962,https://en.wikipedia.org/wiki/Hailee_Steinfeld
678,78,679.,Jennifer Jason Leigh,/name/nm0000492,https://www.imdb.com/name/nm0000492,https://en.wikipedia.org/wiki/Jennifer_Jason_Leigh
679,79,680.,Kathleen Quinlan,/name/nm0000599,https://www.imdb.com/name/nm0000599,https://en.wikipedia.org/wiki/Kathleen_Quinlan
680,80,681.,Taraji P. Henson,/name/nm0378245,https://www.imdb.com/name/nm0378245,https://en.wikipedia.org/wiki/Taraji_P._Henson
681,81,682.,Amy Ryan,/name/nm0752407,https://www.imdb.com/name/nm0752407,https://en.wikipedia.org/wiki/Amy_Ryan
682,82,683.,Ruby Dee,/name/nm0002039,https://www.imdb.com/name/nm0002039,https://en.wikipedia.org/wiki/Ruby_Dee
683,83,684.,Jill Clayburgh,/name/nm0001049,https://www.imdb.com/name/nm0001049,https://en.wikipedia.org/wiki/Jill_Clayburgh
684,84,685.,Adriana Barraza,/name/nm0056770,https://www.imdb.com/name/nm0056770,https://en.wikipedia.org/wiki/Adriana_Barraza
685,85,686.,Rinko Kikuchi,/name/nm0452860,https://www.imdb.com/name/nm0452860,https://en.wikipedia.org/wiki/Rinko_Kikuchi
686,86,687.,Catherine Keener,/name/nm0001416,https://www.imdb.com/name/nm0001416,https://en.wikipedia.org/wiki/Catherine_Keener
687,87,688.,Charlotte Rampling,/name/nm0001648,https://www.imdb.com/name/nm0001648,https://en.wikipedia.org/wiki/Charlotte_Rampling
688,88,689.,Sophie Okonedo,/name/nm0645683,https://www.imdb.com/name/nm0645683,https://en.wikipedia.org/wiki/Sophie_Okonedo
689,89,690.,Patricia Clarkson,/name/nm0165101,https://www.imdb.com/name/nm0165101,https://en.wikipedia.org/wiki/Patricia_Clarkson
690,90,691.,Shohreh Aghdashloo,/name/nm0013037,https://www.imdb.com/name/nm0013037,https://en.wikipedia.org/wiki/Shohreh_Aghdashloo
691,91,692.,Lindsay Lohan,/name/nm0517820,https://www.imdb.com/name/nm0517820,https://en.wikipedia.org/wiki/Lindsay_Lohan
692,92,693.,Michelle Trachtenberg,/name/nm0005502,https://www.imdb.com/name/nm0005502,https://en.wikipedia.org/wiki/Michelle_Trachtenberg
693,93,694.,Chloë Sevigny,/name/nm0001721,https://www.imdb.com/name/nm0001721,https://en.wikipedia.org/wiki/Chloë_Sevigny
694,94,695.,Lynn Redgrave,/name/nm0001655,https://www.imdb.com/name/nm0001655,https://en.wikipedia.org/wiki/Lynn_Redgrave
695,95,696.,Rachel Griffiths,/name/nm0341737,https://www.imdb.com/name/nm0341737,https://en.wikipedia.org/wiki/Rachel_Griffiths
696,96,697.,Margot Robbie,/name/nm3053338,https://www.imdb.com/name/nm3053338,https://en.wikipedia.org/wiki/Margot_Robbie
697,97,698.,Lili Taylor,/name/nm0000666,https://www.imdb.com/name/nm0000666,https://en.wikipedia.org/wiki/Lili_Taylor
698,98,699.,Robin Weigert,/name/nm0917848,https://www.imdb.com/name/nm0917848,https://en.wikipedia.org/wiki/Robin_Weigert
699,99,700.,Lake Bell,/name/nm1128572,https://www.imdb.com/name/nm1128572,https://en.wikipedia.org/wiki/Lake_Bell
700,0,701.,Claude Rains,/name/nm0001647,https://www.imdb.com/name/nm0001647,https://en.wikipedia.org/wiki/Claude_Rains
701,1,702.,Steve Buscemi,/name/nm0000114,https://www.imdb.com/name/nm0000114,https://en.wikipedia.org/wiki/Steve_Buscemi
702,2,703.,John Rhys-Davies,/name/nm0722636,https://www.imdb.com/name/nm0722636,https://en.wikipedia.org/wiki/John_Rhys-Davies
703,3,704.,Jean-Louis Trintignant,/name/nm0004462,https://www.imdb.com/name/nm0004462,https://en.wikipedia.org/wiki/Jean-Louis_Trintignant
704,4,705.,Joseph Cotten,/name/nm0001072,https://www.imdb.com/name/nm0001072,https://en.wikipedia.org/wiki/Joseph_Cotten
705,5,706.,Barry Pepper,/name/nm0001608,https://www.imdb.com/name/nm0001608,https://en.wikipedia.org/wiki/Barry_Pepper
706,6,707.,Erich von Stroheim,/name/nm0002233,https://www.imdb.com/name/nm0002233,https://en.wikipedia.org/wiki/Erich_von_Stroheim
707,7,708.,Patrick Wilson,/name/nm0933940,https://www.imdb.com/name/nm0933940,https://en.wikipedia.org/wiki/Patrick_Wilson
708,8,709.,Christopher Lloyd,/name/nm0000502,https://www.imdb.com/name/nm0000502,https://en.wikipedia.org/wiki/Christopher_Lloyd
709,9,710.,Ben Foster,/name/nm0004936,https://www.imdb.com/name/nm0004936,https://en.wikipedia.org/wiki/Ben_Foster
710,10,711.,Joel McCrea,/name/nm0566948,https://www.imdb.com/name/nm0566948,https://en.wikipedia.org/wiki/Joel_McCrea
711,11,712.,Choi Min-sik,/name/nm0158856,https://www.imdb.com/name/nm0158856,https://en.wikipedia.org/wiki/Choi_Min-sik
712,12,713.,Ewan McGregor,/name/nm0000191,https://www.imdb.com/name/nm0000191,https://en.wikipedia.org/wiki/Ewan_McGregor
713,13,714.,Gael García Bernal,/name/nm0305558,https://www.imdb.com/name/nm0305558,https://en.wikipedia.org/wiki/Gael_García_Bernal
714,14,715.,Bruno Ganz,/name/nm0004486,https://www.imdb.com/name/nm0004486,https://en.wikipedia.org/wiki/Bruno_Ganz
715,15,716.,Sean Astin,/name/nm0000276,https://www.imdb.com/name/nm0000276,https://en.wikipedia.org/wiki/Sean_Astin
716,16,717.,Irrfan Khan,/name/nm0451234,https://www.imdb.com/name/nm0451234,https://en.wikipedia.org/wiki/Irrfan_Khan
717,17,718.,Michael C. Hall,/name/nm0355910,https://www.imdb.com/name/nm0355910,https://en.wikipedia.org/wiki/Michael_C._Hall
718,18,719.,Roy Scheider,/name/nm0001702,https://www.imdb.com/name/nm0001702,https://en.wikipedia.org/wiki/Roy_Scheider
719,19,720.,Casey Affleck,/name/nm0000729,https://www.imdb.com/name/nm0000729,https://en.wikipedia.org/wiki/Casey_Affleck
720,20,721.,Gary Busey,/name/nm0000997,https://www.imdb.com/name/nm0000997,https://en.wikipedia.org/wiki/Gary_Busey
721,21,722.,Norman Reedus,/name/nm0005342,https://www.imdb.com/name/nm0005342,https://en.wikipedia.org/wiki/Norman_Reedus
722,22,723.,Jeff Daniels,/name/nm0001099,https://www.imdb.com/name/nm0001099,https://en.wikipedia.org/wiki/Jeff_Daniels
723,23,724.,Stanley Tucci,/name/nm0001804,https://www.imdb.com/name/nm0001804,https://en.wikipedia.org/wiki/Stanley_Tucci
724,24,725.,Kiefer Sutherland,/name/nm0000662,https://www.imdb.com/name/nm0000662,https://en.wikipedia.org/wiki/Kiefer_Sutherland
725,25,726.,Michelle Yeoh,/name/nm0000706,https://www.imdb.com/name/nm0000706,https://en.wikipedia.org/wiki/Michelle_Yeoh
726,26,727.,Léa Seydoux,/name/nm2244205,https://www.imdb.com/name/nm2244205,https://en.wikipedia.org/wiki/Léa_Seydoux
727,27,728.,Dakota Johnson,/name/nm0424848,https://www.imdb.com/name/nm0424848,https://en.wikipedia.org/wiki/Dakota_Johnson
728,28,729.,Julie Delpy,/name/nm0000365,https://www.imdb.com/name/nm0000365,https://en.wikipedia.org/wiki/Julie_Delpy
729,29,730.,Linda Hamilton,/name/nm0000157,https://www.imdb.com/name/nm0000157,https://en.wikipedia.org/wiki/Linda_Hamilton
730,30,731.,Carrie Fisher,/name/nm0000402,https://www.imdb.com/name/nm0000402,https://en.wikipedia.org/wiki/Carrie_Fisher
731,31,732.,Pam Grier,/name/nm0000427,https://www.imdb.com/name/nm0000427,https://en.wikipedia.org/wiki/Pam_Grier
732,32,733.,Björk,/name/nm0001951,https://www.imdb.com/name/nm0001951,https://en.wikipedia.org/wiki/Björk
733,33,734.,Emily Browning,/name/nm0115161,https://www.imdb.com/name/nm0115161,https://en.wikipedia.org/wiki/Emily_Browning
734,34,735.,Juliette Lewis,/name/nm0000496,https://www.imdb.com/name/nm0000496,https://en.wikipedia.org/wiki/Juliette_Lewis
735,35,736.,Sarah Jessica Parker,/name/nm0000572,https://www.imdb.com/name/nm0000572,https://en.wikipedia.org/wiki/Sarah_Jessica_Parker
736,36,737.,Piper Laurie,/name/nm0001453,https://www.imdb.com/name/nm0001453,https://en.wikipedia.org/wiki/Piper_Laurie
737,37,738.,Miley Cyrus,/name/nm1415323,https://www.imdb.com/name/nm1415323,https://en.wikipedia.org/wiki/Miley_Cyrus
738,38,739.,Lily Tomlin,/name/nm0005499,https://www.imdb.com/name/nm0005499,https://en.wikipedia.org/wiki/Lily_Tomlin
739,39,740.,Jane Seymour,/name/nm0005412,https://www.imdb.com/name/nm0005412,https://en.wikipedia.org/wiki/Jane_Seymour
740,40,741.,Gloria Stuart,/name/nm0001784,https://www.imdb.com/name/nm0001784,https://en.wikipedia.org/wiki/Gloria_Stuart
741,41,742.,Talia Shire,/name/nm0001735,https://www.imdb.com/name/nm0001735,https://en.wikipedia.org/wiki/Talia_Shire
742,42,743.,Gal Gadot,/name/nm2933757,https://www.imdb.com/name/nm2933757,https://en.wikipedia.org/wiki/Gal_Gadot
743,43,744.,Sue Lyon,/name/nm0528987,https://www.imdb.com/name/nm0528987,https://en.wikipedia.org/wiki/Sue_Lyon
744,44,745.,Olivia Newton-John,/name/nm0000556,https://www.imdb.com/name/nm0000556,https://en.wikipedia.org/wiki/Olivia_Newton-John
745,45,746.,Minnie Driver,/name/nm0000378,https://www.imdb.com/name/nm0000378,https://en.wikipedia.org/wiki/Minnie_Driver
746,46,747.,Teri Garr,/name/nm0000414,https://www.imdb.com/name/nm0000414,https://en.wikipedia.org/wiki/Teri_Garr
747,47,748.,Keri Russell,/name/nm0005392,https://www.imdb.com/name/nm0005392,https://en.wikipedia.org/wiki/Keri_Russell
748,48,749.,Jean Seberg,/name/nm0781029,https://www.imdb.com/name/nm0781029,https://en.wikipedia.org/wiki/Jean_Seberg
749,49,750.,Sarah Polley,/name/nm0001631,https://www.imdb.com/name/nm0001631,https://en.wikipedia.org/wiki/Sarah_Polley
750,50,751.,Josh Brolin,/name/nm0000982,https://www.imdb.com/name/nm0000982,https://en.wikipedia.org/wiki/Josh_Brolin
751,51,752.,Hal Holbrook,/name/nm0001358,https://www.imdb.com/name/nm0001358,https://en.wikipedia.org/wiki/Hal_Holbrook
752,52,753.,Djimon Hounsou,/name/nm0005023,https://www.imdb.com/name/nm0005023,https://en.wikipedia.org/wiki/Djimon_Hounsou
753,53,754.,Matt Dillon,/name/nm0000369,https://www.imdb.com/name/nm0000369,https://en.wikipedia.org/wiki/Matt_Dillon
754,54,755.,Alan Alda,/name/nm0000257,https://www.imdb.com/name/nm0000257,https://en.wikipedia.org/wiki/Alan_Alda
755,55,756.,Thomas Haden Church,/name/nm0002006,https://www.imdb.com/name/nm0002006,https://en.wikipedia.org/wiki/Thomas_Haden_Church
756,56,757.,Clive Owen,/name/nm0654110,https://www.imdb.com/name/nm0654110,https://en.wikipedia.org/wiki/Clive_Owen
757,57,758.,Ken Watanabe,/name/nm0913822,https://www.imdb.com/name/nm0913822,https://en.wikipedia.org/wiki/Ken_Watanabe
758,58,759.,Suraj Sharma,/name/nm4139037,https://www.imdb.com/name/nm4139037,https://en.wikipedia.org/wiki/Suraj_Sharma
759,59,760.,John C. Reilly,/name/nm0000604,https://www.imdb.com/name/nm0000604,https://en.wikipedia.org/wiki/John_C._Reilly
760,60,761.,Michael Clarke Duncan,/name/nm0003817,https://www.imdb.com/name/nm0003817,https://en.wikipedia.org/wiki/Michael_Clarke_Duncan
761,61,762.,Haley Joel Osment,/name/nm0005286,https://www.imdb.com/name/nm0005286,https://en.wikipedia.org/wiki/Haley_Joel_Osment
762,62,763.,Greg Kinnear,/name/nm0001427,https://www.imdb.com/name/nm0001427,https://en.wikipedia.org/wiki/Greg_Kinnear
763,63,764.,Burt Reynolds,/name/nm0000608,https://www.imdb.com/name/nm0000608,https://en.wikipedia.org/wiki/Burt_Reynolds
764,64,765.,Robert Forster,/name/nm0001233,https://www.imdb.com/name/nm0001233,https://en.wikipedia.org/wiki/Robert_Forster
765,65,766.,Jason Schwartzman,/name/nm0005403,https://www.imdb.com/name/nm0005403,https://en.wikipedia.org/wiki/Jason_Schwartzman
766,66,767.,William H. Macy,/name/nm0000513,https://www.imdb.com/name/nm0000513,https://en.wikipedia.org/wiki/William_H._Macy
767,67,768.,Armin Mueller-Stahl,/name/nm0000090,https://www.imdb.com/name/nm0000090,https://en.wikipedia.org/wiki/Armin_Mueller-Stahl
768,68,769.,Tim Roth,/name/nm0000619,https://www.imdb.com/name/nm0000619,https://en.wikipedia.org/wiki/Tim_Roth
769,69,770.,James Cromwell,/name/nm0000342,https://www.imdb.com/name/nm0000342,https://en.wikipedia.org/wiki/James_Cromwell
770,70,771.,Chazz Palminteri,/name/nm0001590,https://www.imdb.com/name/nm0001590,https://en.wikipedia.org/wiki/Chazz_Palminteri
771,71,772.,Gary Sinise,/name/nm0000641,https://www.imdb.com/name/nm0000641,https://en.wikipedia.org/wiki/Gary_Sinise
772,72,773.,Paul Scofield,/name/nm0006890,https://www.imdb.com/name/nm0006890,https://en.wikipedia.org/wiki/Paul_Scofield
